1,2
2,3
3,2
4,3
5,2
6,5
7,2
8,3
9,2
10,3
11,10
12,5
13,3
14,6
15,2
16,3
17,2
18,5
19,18
20,3
21,2
22,10
23,3
24,5
25,4
26,3
27,2
28,3
29,4
30,9
31,2
32,7
33,2
34,4
35,6
36,5
37,6
38,4
39,12
40,3
41,5
42,4
43,6
44,10
45,2
46,4
47,26
48,7
49,6
50,7
51,2
52,3
53,32
54,8
55,4
56,3
57,5
58,15
59,4
60,9
61,6
62,5
63,2
64,7
65,2
66,10
67,5
68,3
69,22
70,9
71,7
72,5
73,2
74,6
75,14
76,18
77,10
78,5
79,22
80,3
81,8
82,3
83,5
84,11
85,2
86,6
87,28
88,5
89,8
90,14
91,3
92,6
93,2
94,20
95,16
96,11
97,8
98,5
99,2
100,3
101,10
102,16
103,30
104,5
105,4
106,23
107,2
108,11
109,5
110,19
111,6
112,3
113,8
114,5
115,20
116,28
117,6
118,9
119,2
120,14
121,3
122,11
123,6
124,5
125,4
126,5
127,2
128,7
129,2
130,3
131,10
132,21
133,11
134,30
135,6
136,9
137,38
138,8
139,42
140,19
141,6
142,3
143,12
144,11
145,9
146,8
147,20
148,6
149,42
150,4
151,3
152,18
153,2
154,6
155,11
156,5
157,7
158,36
159,42
160,3
161,10
162,8
163,50
164,3
165,2
166,6
167,12
168,20
169,12
170,4
171,7
172,6
173,3
174,28
175,24
176,15
177,11
178,6
179,52
180,19
181,10
182,3
183,13
184,22
185,6
186,5
187,16
188,11
189,2
190,4
191,6
192,7
193,12
194,3
195,2
196,13
197,6
198,17
199,11
200,7
201,20
202,10
203,3
204,33
205,12
206,27
207,7
208,21
209,6
210,11
211,8
212,3
213,28
214,7
215,4
216,5
217,6
218,9
219,2
220,19
221,7
222,10
223,28
224,3
225,14
226,15
227,8
228,7
229,12
230,29
231,2
232,10
233,3
234,25
235,4
236,9
237,30
238,33
239,14
240,29
241,12
242,3
243,8
244,3
245,34
246,5
247,68
248,13
249,72
250,7
251,8
252,5
253,12
254,23
255,2
256,15
257,2
258,30
259,6
260,8
261,13
262,10
263,70
264,7
265,22
266,11
267,14
268,8
269,36
270,29
271,7
272,10
273,2
274,13
275,12
276,8
277,11
278,7
279,30
280,3
281,14
282,5
283,16
284,8
285,7
286,15
287,12
288,11
289,4
290,12
291,9
292,7
293,38
294,41
295,14
296,36
297,2
298,27
299,11
300,7
301,6
302,12
303,10
304,37
305,4
306,33
307,7
308,8
309,9
310,11
311,31
312,5
313,2
314,7
315,34
316,3
317,17
318,9
319,28
320,29
321,7
322,38
323,10
324,17
325,2
326,12
327,88
328,3
329,46
330,29
331,15
332,11
333,8
334,35
335,7
336,13
337,9
338,12
339,26
340,13
341,2
342,5
343,6
344,7
345,27
346,9
347,14
348,40
349,8
350,12
351,14
352,27
353,10
354,42
355,9
356,41
357,4
358,17
359,46
360,39
361,14
362,12
363,10
364,3
365,2
366,11
367,50
368,45
369,16
370,39
371,37
372,5
373,4
374,12
375,14
376,25
377,11
378,5
379,13
380,39
381,2
382,9
383,10
384,47
385,6
386,12
387,2
388,11
389,14
390,8
391,9
392,13
393,4
394,14
395,54
396,35
397,18
398,8
399,11
400,3
401,15
402,48
403,2
404,10
405,13
406,8
407,29
408,5
409,4
410,9
411,41
412,3
413,58
414,8
415,18
416,15
417,26
418,13
419,9
420,49
421,11
422,8
423,46
424,10
425,4
426,17
427,2
428,9
429,34
430,8
431,13
432,11
433,16
434,6
435,12
436,14
437,9
438,5
439,56
440,39
441,4
442,21
443,2
444,10
445,37
446,8
447,12
448,3
449,28
450,14
451,18
452,15
453,36
454,10
455,2
456,7
457,13
458,55
459,12
460,27
461,4
462,23
463,8
464,9
465,11
466,31
467,15
468,5
469,18
470,17
471,2
472,53
473,9
474,10
475,16
476,6
477,4
478,14
479,8
480,13
481,20
482,9
483,12
484,3
485,22
486,35
487,8
488,3
489,39
490,59
491,16
492,9
493,4
494,10
495,2
496,33
497,15
498,5
499,11
500,59
501,9
502,25
503,8
504,5
505,10
506,13
507,12
508,23
509,4
510,9
511,2
512,7
513,2
514,4
515,10
516,24
517,22
518,6
519,9
520,14
521,11
522,26
523,13
524,3
525,10
526,21
527,15
528,9
529,22
530,4
531,12
532,11
533,18
534,5
535,10
536,13
537,9
538,17
539,48
540,16
541,20
542,15
543,11
544,14
545,10
546,4
547,21
548,14
549,13
550,24
551,18
552,25
553,23
554,11
555,9
556,37
557,15
558,14
559,31
560,3
561,2
562,4
563,23
564,5
565,10
566,66
567,12
568,7
569,18
570,59
571,19
572,3
573,22
574,9
575,10
576,11
577,24
578,16
579,27
580,12
581,19
582,4
583,9
584,53
585,2
586,14
587,11
588,13
589,21
590,28
591,14
592,9
593,37
594,5
595,10
596,23
597,17
598,4
599,23
600,19
601,9
602,6
603,43
604,12
605,14
606,10
607,17
608,3
609,32
610,9
611,20
612,15
613,34
614,4
615,14
616,10
617,15
618,28
619,9
620,69
621,11
622,23
623,18
624,5
625,24
626,5
627,13
628,9
629,42
630,4
631,17
632,11
633,2
634,65
635,64
636,10
637,9
638,19
639,22
640,12
641,18
642,15
643,11
644,3
645,2
646,9
647,14
648,17
649,24
650,4
651,5
652,12
653,13
654,11
655,48
656,3
657,8
658,16
659,47
660,29
661,14
662,21
663,31
664,12
665,9
666,4
667,37
668,18
669,29
670,69
671,20
672,15
673,21
674,9
675,14
676,5
677,26
678,15
679,70
680,7
681,40
682,4
683,9
684,16
685,36
686,10
687,11
688,7
689,14
690,16
691,20
692,3
693,2
694,51
695,19
696,10
697,24
698,4
699,17
700,16
701,5
702,28
703,14
704,18
705,33
706,13
707,10
708,15
709,11
710,9
711,20
712,12
713,26
714,19
715,22
716,16
717,2
718,4
719,9
720,53
721,24
722,18
723,15
724,19
725,12
726,5
727,10
728,3
729,8
730,3
731,20
732,11
733,17
734,4
735,6
736,49
737,10
738,15
739,41
740,18
741,14
742,37
743,11
744,7
745,13
746,21
747,10
748,16
749,12
750,4
751,20
752,30
753,15
754,11
755,14
756,5
757,3
758,13
759,22
760,17
761,12
762,19
763,98
764,16
765,2
766,4
767,10
768,15
769,14
770,23
771,2
772,35
773,12
774,85
775,43
776,11
777,6
778,81
779,37
780,41
781,5
782,30
783,14
784,3
785,12
786,83
787,4
788,14
789,37
790,89
791,20
792,35
793,23
794,17
795,84
796,53
797,10
798,11
799,42
800,7
801,8
802,14
803,4
804,27
805,67
806,5
807,26
808,10
809,11
810,38
811,17
812,18
813,15
814,29
815,74
816,14
817,48
818,10
819,2
820,3
821,12
822,20
823,13
824,61
825,22
826,25
827,24
828,10
829,46
830,14
831,5
832,20
833,12
834,32
835,16
836,37
837,35
838,10
839,4
840,18
841,24
842,20
843,2
844,14
845,17
846,53
847,3
848,10
849,53
850,13
851,16
852,34
853,15
854,11
855,4
856,5
857,12
858,10
859,26
860,33
861,6
862,17
863,13
864,95
865,11
866,32
867,16
868,6
869,22
870,12
871,4
872,14
873,8
874,3
875,24
876,11
877,35
878,10
879,90
880,39
881,29
882,12
883,15
884,21
885,23
886,5
887,4
888,10
889,13
890,37
891,2
892,27
893,33
894,12
895,19
896,93
897,17
898,10
899,16
900,14
901,25
902,13
903,2
904,15
905,21
906,12
907,4
908,23
909,10
910,3
911,5
912,7
913,22
914,14
915,13
916,61
917,92
918,12
919,10
920,11
921,17
922,20
923,4
924,19
925,28
926,21
927,37
928,13
929,10
930,12
931,11
932,49
933,19
934,15
935,84
936,5
937,3
938,17
939,4
940,99
941,13
942,11
943,19
944,95
945,8
946,27
947,16
948,18
949,10
